,bbox,location,avg_sentiment,count
165,"[147.038979456, -38.1470364715, 147.101435776, -38.0770308065]","Sale, Victoria",0.006131064057893326,8
166,"[147.053962432, -36.9068036495, 147.077782016, -36.882239997]","Harrietville, Victoria",0.22727272727272727,1
167,"[147.063362336, -43.1702097885, 147.095672, -43.149962704]","Cygnet, Tasmania",0.0816219085484453,13
168,"[147.063901824, -41.5026093915, 147.209028928, -41.366881977]","Launceston, Tasmania",0.016364806892982437,26
169,"[147.133660416, -43.014122643, 147.613383232, -42.655375527]","Hobart, Tasmania",0.008362281974674195,115
170,"[147.236733888, -42.953444752, 147.289906112, -42.914582431]","Fern Tree, Tasmania",0.08823529411764706,2
171,"[147.304038624, -35.187975032, 147.424035232, -35.0881893435]","Wagga Wagga, New South Wales",-0.03676487181182516,9
172,"[147.342861344, -35.0844753575, 147.363966496, -35.046804418]","Estella, New South Wales",0.10555093555093556,5
173,"[147.376221696, -19.6044829935, 147.427962624, -19.5412209485]","Ayr, Queensland",0.08333333333333333,1
174,"[147.384615968, -19.689381991, 147.443000992, -19.629653039]","Home Hill, Queensland",0.0,1
175,"[147.431142304, -42.7415645665, 147.448755744, -42.729354326]","Richmond (Tas.), Tasmania",0.3333333333333333,1
176,"[147.54308, -34.8928217585, 147.604684416, -34.8303889575]","Junee, New South Wales",0.07692307692307693,1
177,"[147.583965792, -37.8502737165, 147.664707424, -37.795380831]","Bairnsdale, Victoria",-0.00954433497536946,4
178,"[147.968875328, -29.439547214, 147.990043584, -29.415708817]","Lightning Ridge, New South Wales",-0.03225806451612903,1
179,"[147.970217152, -32.043753179, 147.993474272, -32.025205005]","Trangie, New South Wales",0.016025641025641028,6
180,"[147.989492896, -35.789201093, 148.024742016, -35.7587559945]","Tumbarumba, New South Wales",-0.00980392156862745,2
181,"[148.005708608, -22.011743897, 148.081424704, -21.98214127]","Moranbah, Queensland",0.0,1
182,"[148.127837408, -33.918414308, 148.181915872, -33.873456718]","Grenfell, New South Wales",0.0,1
183,"[148.137701408, -23.574457841, 148.19847984, -23.4733869945]","Emerald, Queensland",0.16216216216216217,1
184,"[148.174957792, -41.5939489975, 148.19934704, -41.5726305965]","St Marys, Tasmania",0.12208713272543059,2
185,"[148.18962688, -35.330313995, 148.244366496, -35.286272007]","Tumut, New South Wales",-0.1414267834793492,2
186,"[148.294286656, -36.5112208875, 148.317723712, -36.4967219935]","Thredbo Village, New South Wales",0.07350565864462633,4
187,"[148.664289312, -20.305791002, 148.76056, -20.252921036]","Airlie Beach - Cannonvale, Queensland",-0.058823529411764705,2
188,"[148.76267481475, -35.9207622144096, 149.399287194177, -35.1245172749714]","Australian Capital Territory, Australia",-0.05505785740948115,3
189,"[148.9959216, -35.480260417, 149.263643456, -35.147699163]","Canberra, Australian Capital Territory",0.02487245601363538,386
190,"[149.057293088, -33.332300009, 149.145364768, -33.217418524]","Orange, New South Wales",0.0625,1
191,"[149.101465888, -36.2595589865, 149.164444576, -36.2054361635]","Cooma, New South Wales",0.0,1
192,"[149.120086336, -21.213235538, 149.24547216, -20.995044022]","Mackay, Queensland",-0.005140955005040299,46
193,"[149.177793696, -35.4076140065, 149.258588608, -35.330124592]","Queanbeyan, New South Wales",0.01858780524952002,9
194,"[149.278261536, -36.5185604665, 149.290837248, -36.5042466835]","Nimmitabel, New South Wales",0.0,1
195,"[149.42914032, -35.274828055, 149.461886656, -35.2389609395]","Bungendore, New South Wales",0.04550096655359813,4
196,"[149.512896, -33.447321132, 149.669634016, -33.368330387]","Bathurst, New South Wales",-0.07238209157104344,12
197,"[149.734802272, -30.3661991345, 149.801369056, -30.29805962]","Narrabri, New South Wales",0.02530364372469636,2
198,"[149.779292992, -35.455442556, 149.809624992, -35.430431962]","Braidwood, New South Wales",-0.12516160310277957,7
199,"[149.784218048, -25.652339065, 149.817544512, -25.6315024225]","Taroom, Queensland",0.0,1
200,"[149.812736, -36.6954839955, 149.856992, -36.645147993]","Bega, New South Wales",0.011553700403874632,7
201,"[149.856924, -36.9394741685, 149.912394112, -36.886941217]","Pambula, New South Wales",-0.07407407407407407,1
202,"[149.875708096, -36.399175693, 149.8988552, -36.38200329]","Cobargo, New South Wales",-0.2222222222222222,1
203,"[149.883616416, -36.9030110015, 149.950011008, -36.842050079]","Merimbula, New South Wales",0.03125,4
204,"[149.88638592, -37.0761359995, 149.926222816, -37.037291938]","Eden, New South Wales",-0.041666666666666664,2
205,"[149.93070588, -27.07820604, 150.29798292, -26.808111]","Condamine, Queensland",0.0,1
206,"[149.949821984, -36.7388350085, 149.991868992, -36.699644997]","Tathra, New South Wales",-0.2,1
207,"[149.97087216, -33.362331022, 150.00132896, -33.341729755]","Portland (NSW), New South Wales",-0.02045310825741403,24
208,"[150.042778208, -36.458909455, 150.08476, -36.406939995]","Bermagui, New South Wales",-0.06334658187599365,5
209,"[150.050740416, -36.396609114, 150.083356992, -36.352866419]","Wallaga Lake, New South Wales",-1.0,1
210,"[150.114636672, -33.507317372, 150.194856992, -33.443602854]","Lithgow, New South Wales",-0.13816891589497973,8
211,"[150.119598016, -35.883970007, 150.192240992, -35.8214509775]","Broulee - Mossy Point, New South Wales",-0.08571428571428572,1
212,"[150.165184704, -35.7677475125, 150.217152992, -35.6735156905]","Batemans Bay, New South Wales",-0.044444444444444446,3
213,"[150.174118016, -35.8377869955, 150.20582, -35.8078539955]","Tomakin, New South Wales",-0.46153846153846156,1
214,"[150.260824992, -33.7716123495, 150.491901984, -33.683162092]","Blue Mountains, New South Wales",0.012711718480949251,13
215,"[150.264452032, -33.659468994, 150.333524992, -33.6000930035]","Blackheath, New South Wales",0.038562091503267976,4
216,"[150.270531488, -34.6777965915, 150.319621088, -34.6407896725]","Bundanoon, New South Wales",0.11138888888888887,3
217,"[150.352092352, -34.565317461, 150.420068576, -34.5302694885]","Moss Vale, New South Wales",-0.06120981001096091,4
218,"[150.399803616, -23.4907359985, 150.484258016, -23.4054700535]","Gracemere, Queensland",-0.05,2
219,"[150.459709984, -23.432698224, 150.580567552, -23.2462475835]","Rockhampton, Queensland",0.1346153846153846,1
220,"[150.472478208, -34.415179009, 150.505311008, -34.3810090095]","Colo Vale, New South Wales",-0.02631578947368421,1
221,"[150.520928608, -34.1183470085, 151.343020992, -33.578140996]","Sydney, New South Wales",0.00047476312003999515,3056
222,"[150.539229728, -34.8413439915, 150.552181024, -34.829512372]","Tapitallee, New South Wales",0.015379977240872986,7
223,"[150.571788, -35.1170810155, 150.643139296, -35.0703874225]","St Georges Basin - Sanctuary Point, New South Wales",0.0359588429349728,20
224,"[150.661743808, -23.172471415, 150.794908928, -23.0919761205]","Yeppoon, Queensland",-0.15384615384615385,1
225,"[150.663419264, -31.5280095315, 150.69957872, -31.4819934085]","Quirindi, New South Wales",-0.08333333333333333,1
226,"[150.664325696, -35.051619894, 150.679510016, -35.0322074185]","Huskisson, New South Wales",-0.1724137931034483,1
227,"[150.665562016, -35.0370789125, 150.729004, -34.989906188]","Callala Bay, New South Wales",-0.03596515234446269,9
228,"[150.669034016, -34.7830328795, 150.704801536, -34.761725005]","Berry, New South Wales",0.06521739130434782,1
229,"[150.736104224, -34.1349714045, 150.743098944, -34.1253773415]","Menangle, New South Wales",0.014120370370370372,6
230,"[150.743944832, -34.628601669, 150.973866016, -34.2513407335]","Wollongong, New South Wales",-0.006399935992559682,86
231,"[150.811148992, -35.0195719925, 150.830615008, -35.010463314]","Currarong, New South Wales",0.0,1
232,"[150.81640704, -34.7561793895, 150.83956752, -34.727618997]","Gerringong, New South Wales",0.054243971926898754,6
233,"[150.820361152, -31.772049636, 150.844831232, -31.754244903]","Murrurundi, New South Wales",0.0,2
234,"[150.82175916, -32.55276204, 150.883578, -32.48113203]","Appletree Flat, New South Wales",0.070145585176782,3
235,"[150.823084992, -32.062261319, 150.886009568, -32.0212300025]","Scone, New South Wales",0.14285714285714285,1
236,"[150.830396, -34.698373383, 150.865478144, -34.6178046805]","Kiama, New South Wales",-0.04600301659125189,2
237,"[150.872361248, -31.1770347465, 150.999311008, -31.053923111]","Tamworth, New South Wales",-0.11985873645868046,12
238,"[150.978061728, -34.237066781, 150.99641264, -34.221981992]","Stanwell Park, New South Wales",-0.29411764705882354,1
239,"[151.08603472, -29.8052225615, 151.143623616, -29.7519955825]","Inverell, New South Wales",-0.08695652173913043,1
240,"[151.112907616, -31.479260644, 151.134365536, -31.4534083555]","Nundle, New South Wales",0.0,1
241,"[151.132646496, -32.577169525, 151.192112992, -32.531693676]","Singleton, New South Wales",0.037217194570135746,13
242,"[151.140572, -34.093141998, 151.159281696, -34.079858998]","Bundeena, New South Wales",0.06976744186046512,1
243,"[151.156927648, -23.9342490045, 151.319210048, -23.8063649055]","Gladstone, Queensland",-0.006453213041427943,73
244,"[151.224034144, -27.2119379605, 151.303257088, -27.1417501075]","Dalby, Queensland",0.0,1
245,"[151.283033728, -33.550008009, 151.601962752, -33.1432859715]","Central Coast, New South Wales",-0.0017320737076631759,167
246,"[151.287382016, -23.979227, 151.390315072, -23.8748869815]","Tannum Sands - Boyne Island, Queensland",-0.09774436090225563,2
247,"[151.297516, -32.8674958155, 151.40129488, -32.7867960035]","Cessnock, New South Wales",-0.09803921568627451,1
248,"[151.395682688, -33.2590386955, 151.424064, -33.221736387]","Jilliby, New South Wales",0.0,1
249,"[151.419227392, -33.1521399975, 151.568742976, -33.0527784955]","Morisset - Cooranbong, New South Wales",0.009339080459770116,3
250,"[151.468376, -30.6589739555, 151.517122208, -30.628789004]","Uralla, New South Wales",0.05265560622283144,12
251,"[151.472131968, -32.817630009, 151.707208672, -32.6781300005]","Maitland (NSW), New South Wales",-0.08,4
252,"[151.555001504, -33.120457027, 151.824398944, -32.8328690325]","Newcastle, New South Wales",-0.005370358537786077,131
253,"[151.578176768, -30.9933046975, 151.607408, -30.9735328225]","Walcha, New South Wales",0.023809523809523808,2
254,"[151.634023712, -30.545849915, 151.697787488, -30.480364466]","Armidale, New South Wales",0.0064102564102564135,4
255,"[151.682465152, -32.8526279945, 151.78217648, -32.795065633]","Tomago, New South Wales",0.07802964254577158,2
256,"[151.69486784, -32.8013610905, 151.788963456, -32.734348374]","Raymond Terrace, New South Wales",-0.12093675317128336,11
257,"[151.704938528, -29.754066084, 151.75731168, -29.719411477]","Glen Innes, New South Wales",-0.016043956043956042,7
258,"[151.773020992, -26.574963998, 151.89091792, -26.5095679965]","Kingaroy, Queensland",-0.13440191387559808,4
259,"[151.851260992, -27.662920101, 151.868970016, -27.653813402]","Wyreema, Queensland",-0.019230769230769232,1
260,"[151.86060288, -27.654121464, 151.993162368, -27.493059206]","Toowoomba, Queensland",0.0757082584570129,35
261,"[151.868886848, -24.197485005, 151.899790496, -24.149328025]","Seventeen Seventy, Queensland",-0.004927792469825778,10
262,"[151.970485504, -26.8547734085, 151.997538688, -26.8321390285]","Yarraman, Queensland",0.08333333333333333,2
263,"[152.00271552, -29.068716786, 152.034037568, -29.0345436045]","Tenterfield, New South Wales",0.00186965811965812,6
264,"[152.051048, -32.7435859975, 152.099949728, -32.690692]","Salamander Bay - Soldiers Point, New South Wales",0.0,1
265,"[152.077864, -32.790141007, 152.0944352, -32.775395804]","Anna Bay, New South Wales",-0.0001820935682856998,9
266,"[152.099867168, -32.740975666, 152.169143008, -32.709603995]","Nelson Bay - Corlette, New South Wales",-0.05714285714285714,1
267,"[152.10340096, -32.7934900065, 152.124150016, -32.7660750045]","Boat Harbour, New South Wales",0.05714285714285714,1
268,"[152.144419392, -32.670460807, 152.166338432, -32.6498864205]","Tea Gardens, New South Wales",0.02186538461538462,5
269,"[152.1608416, -32.7545871335, 152.173052992, -32.7381930625]","Fingal Bay, New South Wales",0.11904761904761904,1
270,"[152.164238272, -32.732240484, 152.178976992, -32.7177979965]","Shoal Bay, New South Wales",0.0,1
271,"[152.233655008, -24.9490850045, 152.41169808, -24.823874285]","Bundaberg, Queensland",0.03351605928456091,26
272,"[152.347683616, -31.8837778515, 152.396692128, -31.8536063865]","Wingham, New South Wales",-0.23333333333333334,1
273,"[152.399388, -31.938369002, 152.532938016, -31.8450049965]","Taree, New South Wales",0.041860465116279076,2
274,"[152.41980096, -27.562122999, 152.496197984, -27.5175873755]","Kensington Grove - Regency Downs, Queensland",0.0,1
275,"[152.442292992, -24.8908650235, 152.489706848, -24.8010660605]","Bargara - Innes Park, Queensland",-0.02774551555039359,3
276,"[152.469705536, -32.2368784715, 152.57089824, -32.1443331465]","Forster - Tuncurry, New South Wales",-0.011515151515151506,3
277,"[152.498335008, -32.0626330025, 152.522591008, -32.048289009]","Tallwoods Village, New South Wales",-0.058349639261493357,9
278,"[152.545051744, -25.12924398, 152.586989568, -25.08861391]","Woodgate, Queensland",-0.05,1
279,"[152.633654208, -26.236568806, 152.709995168, -26.1527210155]","Gympie, Queensland",-0.01488491206642094,6
280,"[152.64726464, -25.5773745675, 152.753600384, -25.501823953]","Maryborough (Qld), Queensland",-0.015017983429165854,7
281,"[152.65442304, -31.65245199, 152.72545716, -31.61368404]","Kendall, New South Wales",0.16666666666666666,1
282,"[152.668522848, -27.767440994, 153.31787024, -26.996844991]","Brisbane, Queensland",-0.01436094636893026,1206
283,"[152.696744608, -31.640601697, 152.725456768, -31.6124898925]","Kendall, New South Wales",-0.013166556945358787,4
284,"[152.699347008, -25.3372854525, 152.914398976, -25.2434909705]","Hervey Bay, Queensland",0.0352476664901496,20
285,"[152.727852, -31.1220601095, 152.879463008, -31.027802998]","Kempsey, New South Wales",-0.017724516862447897,5
286,"[152.743094304, -31.6649208535, 152.849528, -31.6145270015]","Camden Haven, New South Wales",0.005151515151515152,4
287,"[152.797266016, -27.219242001, 152.8361144, -27.1793779975]","Dayboro, Queensland",0.16,1
288,"[152.827276, -31.602400825, 152.848288, -31.5740326845]","Bonny Hills, New South Wales",-0.32,1
289,"[152.846524, -31.492966998, 152.938449408, -31.406726991]","Port Macquarie, New South Wales",-0.009833427898371263,14
290,"[152.859652992, -29.6856316795, 152.887925536, -29.644259001]","Waterview Heights, New South Wales",0.025904157610686377,13
291,"[152.887786816, -30.4631625555, 152.911713792, -30.435214402]","Bellingen, New South Wales",-0.130391363022942,3
292,"[152.889490016, -29.7611804625, 152.967001312, -29.651305133]","Grafton, New South Wales",-0.08571428571428572,1
293,"[152.914604992, -26.8789809915, 152.965524, -26.846381975]","Beerwah, Queensland",0.0,1
294,"[152.923807232, -26.673314993, 152.986172192, -26.594010673]","Nambour, Queensland",-0.05173964237126582,99
295,"[152.931942016, -26.580987376, 152.967156992, -26.5477695715]","Yandina, Queensland",0.3,1
296,"[152.935589024, -26.4949260235, 152.956908896, -26.4677419755]","Eumundi, Queensland",-0.04878048780487805,1
297,"[152.941560128, -26.701225684, 152.972057152, -26.6796458965]","Palmwoods, Queensland",0.022727272727272728,2
298,"[152.948274208, -26.8402599365, 152.989421504, -26.7871431065]","Landsborough, Queensland",0.0,1
299,"[152.980543296, -25.937559004, 153.016418176, -25.9013870085]","Tin Can Bay, Queensland",0.0,1
300,"[152.99691968, -26.853342008, 153.151394048, -26.359622999]","Sunshine Coast, Queensland",-0.01241216184397445,102
301,"[153.000132928, -30.6078039915, 153.014516992, -30.5846827285]","Valla Beach, New South Wales",-0.19444444444444445,1
302,"[153.016359008, -30.918029992, 153.079726336, -30.872456019]","South West Rocks, New South Wales",-0.07317602000411637,8
303,"[153.03536176, -27.150394547, 153.072414848, -27.1067089615]","Beachmere, Queensland",-0.11251144281973635,7
304,"[153.036284032, -25.930820675, 153.098611712, -25.807995993]","Rainbow Beach, Queensland",0.08466352095270194,4
305,"[153.039041632, -30.3791789935, 153.158240608, -30.2156470595]","Coffs Harbour, New South Wales",-0.0686032390768527,8
306,"[153.117031456, -27.1000988375, 153.207557664, -27.0207494145]","Bongaree - Woorim, Queensland",-0.013333333333333334,6
307,"[153.177980992, -28.126325972, 153.232434048, -28.071535003]","Beechmont, Queensland",0.17083333333333334,2
308,"[153.186551712, -28.2003171475, 153.552171232, -27.708126368]","Gold Coast, Queensland",-0.02985072772694487,589
309,"[153.18943184, -30.0389203705, 153.209242656, -30.019059825]","Corindi Beach, New South Wales",-0.041666666666666664,1
310,"[153.193604, -29.4721559985, 153.241032, -29.429923995]","Maclean, New South Wales",0.07682198327359617,4
311,"[153.234565792, -28.848051006, 153.355426592, -28.7899275395]","Lismore, New South Wales",-0.02547851279291275,21
312,"[153.344762016, -27.807325847, 153.3915536, -27.7687472235]","Jacobs Well, Queensland",-0.02123076360397812,31
313,"[153.346730976, -27.6324030005, 153.376332128, -27.58034672]","Macleay Island, Queensland",-0.4444444444444444,1
314,"[153.355076992, -28.354215003, 153.451800992, -28.297459001]","Murwillumbah, New South Wales",-0.07894736842105263,1
315,"[153.36154512, -28.58932503, 153.40064796, -28.55170404]","Wanganui, New South Wales",-0.043478260869565216,1
316,"[153.398385472, -27.5051972595, 153.416363904, -27.47923867]","Dunwich, Queensland",-0.23076923076923078,1
317,"[153.4004, -29.1263070085, 153.443843456, -29.0898680025]","Evans Head, New South Wales",0.34285714285714286,1
318,"[153.412983776, -28.8392648565, 153.428412992, -28.817404831]","Wollongbar, New South Wales",-0.0749343185550082,6
319,"[153.46348, -28.344015361, 153.586296, -28.163306732]","Tweed Heads, New South Wales",0.04437106279211542,4
320,"[153.467578432, -28.562831881, 153.510650272, -28.5446516165]","Mullumbimby, New South Wales",-0.16103896103896104,2
321,"[153.511081216, -28.6957474805, 153.5337936, -28.6762449655]","Bangalow, New South Wales",0.0,1
322,"[153.519618592, -28.8763086645, 153.601051008, -28.8413987945]","Ballina, New South Wales",0.14285714285714285,1
323,"[153.53240336, -28.83369397, 153.5432832, -28.817682886]","Cumbalum, New South Wales",0.01,2
324,"[153.535133536, -28.568657346, 153.558367008, -28.5334950065]","Brunswick Heads, New South Wales",-0.021481481481481483,2
325,"[153.544528, -28.411530667, 153.575671008, -28.3543031925]","Pottsville, New South Wales",0.012195121951219513,2
326,"[153.56696112, -28.675540985, 153.638727008, -28.614709507]","Byron Bay, New South Wales",-0.0024509803921568627,4
327,"[153.579852864, -28.8230926005, 153.598884992, -28.781167031]","Lennox Head, New South Wales",-0.03333333333333333,3
328,"[153.597207008, -28.694686154, 153.621583008, -28.6643645985]","Suffolk Park, New South Wales",0.0,1
329,"[159.03690804, -31.59781902, 159.10544412, -31.50967401]","Lord Howe Island, New South Wales",0.1,1
